Name of Entity,Link to PDF,State Reported,Source(s),Date Notice Provided to Consumers
Evolution Hospitality LLC ,https://ago.vermont.gov/blog/2018/06/07/evolution-hospitality-llc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-07
Weil Akman Baylin Coleman PA Data Incident Notice to Consumers,https://ago.vermont.gov/blog/2018/06/07/weil-akman-baylin-coleman-pa-data-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-07
Blue Cross and Blue Shield of Illinois ,https://ago.vermont.gov/blog/2018/06/06/blue-cross-and-blue-shield-of-illinois-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-06
St. Mary’s Health Inc Security Notification Letter to Consumers,https://ago.vermont.gov/blog/2018/06/05/st-marys-health-inc-security-notification-letter-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-05
Walgreen Co Fraudulent Alert Notice to Consumers,https://ago.vermont.gov/blog/2018/06/05/walgreen-co-fraudulent-alert-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-05
Stein Eriksen Lodge Hotel Data Incident Notice to Consumers,https://ago.vermont.gov/blog/2018/06/01/stein-eriksen-lodge-hotel-data-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-06-01
Temecula Motorsports Inc ,https://ago.vermont.gov/blog/2018/05/31/temecula-motorsports-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-31
Rail Europe SAS ,https://ago.vermont.gov/blog/2018/05/30/rail-europe-sas-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-30
PrintingCenterUSA.com Information Disclosure to Consumers,https://ago.vermont.gov/blog/2018/05/29/printingcenterusa-com-information-disclosure-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-29
Pendleton Square Trust Company Notice to Consumers,https://ago.vermont.gov/blog/2018/05/25/pendleton-square-trust-company-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-25
Luxury Retreats Data Incident Notice to Consumers,https://ago.vermont.gov/blog/2018/05/24/luxury-retreats-data-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-24
National Railraod Passenger Corporation ,https://ago.vermont.gov/blog/2018/05/23/national-railraod-passenger-corporation-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-23
Coca-Cola Company ,https://ago.vermont.gov/blog/2018/05/23/coca-cola-company-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-23
Uno Alla Volta LLC Security Breach Notification to Consumers,https://ago.vermont.gov/blog/2018/05/22/uno-alla-volta-llc-security-breach-notification-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-22
Bombas LLC Notice of Data Breach To Consumers,https://ago.vermont.gov/blog/2018/05/22/bombas-llc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-22
Humana ,https://ago.vermont.gov/blog/2018/05/21/humana-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-21
Brinker International Data Incident Notice to Consumers,https://ago.vermont.gov/blog/2018/05/18/brinker-international-data-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-18
2018-05-17 Corporation Service Company Notice of Data Breach,https://ago.vermont.gov/blog/2018/05/17/2018-05-17-corporation-service-company-notice-of-data-breach/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-17
Discover ,https://ago.vermont.gov/blog/2018/05/16/discover-notice-of-data-breach-to-consumers-3/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-16
Cable Hill ,https://ago.vermont.gov/blog/2018/05/16/cable-hill-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-16
Taskrabbit ,https://ago.vermont.gov/blog/2018/05/09/taskrabbit-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-09
SP Industries Inc ,https://ago.vermont.gov/blog/2018/05/08/sp-industries-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-08
Global University ,https://ago.vermont.gov/blog/2018/05/08/global-university-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-08
USACS Management Group Ltd Data Breach Notice to Consumers,https://ago.vermont.gov/blog/2018/05/08/usacs-management-group-ltd-data-breach-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-08
Amtrak ,https://ago.vermont.gov/blog/2018/05/04/amtrak-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-04
Alaska Airlines ,https://ago.vermont.gov/blog/2018/05/04/alaska-airlines-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-04
Orbitz ,https://ago.vermont.gov/blog/2018/05/03/orbitz-notice-of-data-breach-to-consumers-2/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-05-03
National Restaurant Association ,https://ago.vermont.gov/blog/2018/04/30/national-restaurant-association-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-30
Rutland Regional Medical Center Data Privacy Incident Notice to Consumers,https://ago.vermont.gov/blog/2018/04/27/rutland-regional-medical-center-data-privacy-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-27
MedWatch LLC Privacy Notice to Consumers,https://ago.vermont.gov/blog/2018/04/27/medwatch-llc-privacy-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-27
CPT Group Inc Security Incident,https://ago.vermont.gov/blog/2018/04/27/cpt-group-inc-security-incident/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-27
Cetera Advisors LLC Notice to Consumers,https://ago.vermont.gov/blog/2018/04/26/cetera-advisors-llc-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-26
Carolina Digestive Health Associates Data Security Incident,https://ago.vermont.gov/blog/2018/04/26/carolina-digestive-health-associates-data-security-incident/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-26
Intuit Inc Turbo Tax Security Review to Consumers,https://ago.vermont.gov/blog/2018/04/26/intuit-inc-turbo-tax-security-review-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-26
Sears Holdings vendor security incident notice to consumers,https://ago.vermont.gov/blog/2018/04/25/sears-holdings-vendor-security-incident-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-25
Atrium Hospitality ,https://ago.vermont.gov/blog/2018/04/24/atrium-hospitality-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-24
Trust Company of the South ,https://ago.vermont.gov/blog/2018/04/24/trust-company-of-the-south-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-24
Capital Digestive Care Data Security Incident to Consumers,https://ago.vermont.gov/blog/2018/04/23/capital-digestive-care-data-security-incident-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-23
Southwest Airlines Co Notice of Data Incident to Consumers,https://ago.vermont.gov/blog/2018/04/20/southwest-airlines-co-notice-of-data-incident-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-20
American Esoteric Laboratories ,https://ago.vermont.gov/blog/2018/04/20/american-esoteric-laboratories-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-20
Best Buy Co Inc ,https://ago.vermont.gov/blog/2018/04/20/best-buy-co-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-20
WW Grainger Inc Notice of Third party Data Breach to Consumers,https://ago.vermont.gov/blog/2018/04/19/ww-grainger-inc-notice-of-third-party-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-19
Michael Gruber DMD PA Notice to Consumers,https://ago.vermont.gov/blog/2018/04/19/michael-gruber-dmd-pa-notice-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-19
Strategic Analysis Inc ,https://ago.vermont.gov/blog/2018/04/19/strategic-analysis-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-19
Discover ,https://ago.vermont.gov/blog/2018/04/18/discover-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-18
Temp-Tations Home LLC to Consumers,https://ago.vermont.gov/blog/2018/04/16/temp-tations-home-llc-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-16
BTCE Inc ,https://ago.vermont.gov/blog/2018/04/16/btce-inc-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-16
Delta Air Lines Inc SBN,https://ago.vermont.gov/blog/2018/04/16/delta-air-lines-inc-sbn/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-16
Inogen Inc ,https://ago.vermont.gov/blog/2018/04/13/inogen-inc-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-13
MedWatch LLC ,https://ago.vermont.gov/blog/2018/04/13/medwatch-llc-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-13
Peoples United ,https://ago.vermont.gov/blog/2018/04/12/peoples-united-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-12
Custom Personalization Solutions LLC ,https://ago.vermont.gov/blog/2018/04/11/custom-personalization-solutions-llc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-11
Custom Personalization Solutions LLC to Consumers,https://ago.vermont.gov/blog/2018/04/11/custom-personalization-solutions-llc-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-11
PF@Com Inc to Consumers,https://ago.vermont.gov/blog/2018/04/11/pfcom-inc-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-11
Autism Learning Partners Holdings LLC to Consumers,https://ago.vermont.gov/blog/2018/04/06/autism-learning-partners-holdings-llc-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-06
John Y Trent & Associations LLC to Consumers,https://ago.vermont.gov/blog/2018/04/04/john-y-trent-associations-llc-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-04
Interval International Inc Security Breach Noticee Ltr to Consumers,https://ago.vermont.gov/blog/2018/04/04/interval-international-inc-security-breach-noticee-ltr-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-04
Springer Science and Business Media LLC Security Notification to Consumers,https://ago.vermont.gov/blog/2018/04/03/springer-science-and-business-media-llc-security-notification-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-03
JC Penney Corporation Inc ,https://ago.vermont.gov/blog/2018/04/03/jc-penney-corporation-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-03
Blue Beacon ,https://ago.vermont.gov/blog/2018/04/03/blue-beacon-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-03
Lincoln Financial ,https://ago.vermont.gov/blog/2018/04/02/lincoln-financial-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-04-02
Thermo Fisher Scientific ,https://ago.vermont.gov/blog/2018/03/30/thermo-fisher-scientific-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-30
Fred Usinger Inc ,https://ago.vermont.gov/blog/2018/03/29/fred-usinger-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-29
Shutterfly ,https://ago.vermont.gov/blog/2018/03/28/shutterfly-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-28
Shutterfly ,https://ago.vermont.gov/blog/2018/03/28/shutterfly-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-28
Manduka ,https://ago.vermont.gov/blog/2018/03/27/manduka-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-27
Friedman Leavitt & Associates Inc ,https://ago.vermont.gov/blog/2018/03/27/friedman-leavitt-associates-inc-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-27
NFP Property and Casualty Services Inc ,https://ago.vermont.gov/blog/2018/03/23/nfp-property-and-casualty-services-inc-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-23
Orbitz ,https://ago.vermont.gov/blog/2018/03/22/orbitz-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-22
CPLSE ,https://ago.vermont.gov/blog/2018/03/21/cplse-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-21
American Express Travel Related Services Co Inc Notice of Data Breach,https://ago.vermont.gov/blog/2018/03/16/american-express-travel-related-services-co-inc-notice-of-data-breach/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-16
Intuit Inc Turbo Tax Security Review for Consumers,https://ago.vermont.gov/blog/2018/03/14/intuit-inc-turbo-tax-security-review-for-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-14
Ithaca College Notice of Data Security Breach to Consumers,https://ago.vermont.gov/blog/2018/03/14/ithaca-college-notice-of-data-security-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-14
Discover Security Breach Letter to Consumers,https://ago.vermont.gov/blog/2018/03/13/discover-security-breach-letter-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-13
2018-03-13 Rotary International ,https://ago.vermont.gov/blog/2018/03/13/2018-03-13-rotary-international-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-13
Chalavoutis Associates LLC Letter to Consumers,https://ago.vermont.gov/blog/2018/03/09/chalavoutis-associates-llc-letter-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-09
Academy Mortgage Corporation Notice of Security Incident to Consumers,https://ago.vermont.gov/blog/2018/03/09/academy-mortgage-corporation-notice-of-security-incident-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-09
ABM Industries Incorporated ,https://ago.vermont.gov/blog/2018/03/08/abm-industries-incorporated-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-08
Chopra Enterprises LLC ,https://ago.vermont.gov/blog/2018/03/07/chopra-enterprises-llc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-07
CNU Online Holdings LLC Notice of Data Security Incident to Consumers,https://ago.vermont.gov/blog/2018/03/07/cnu-online-holdings-llc-notice-of-data-security-incident-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-07
California State University Fresno ,https://ago.vermont.gov/blog/2018/03/06/california-state-university-fresno-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-06
Interstate Plastics Inc ,https://ago.vermont.gov/blog/2018/03/06/interstate-plastics-inc-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-06
ISS Solutions Important Notification Regarding Your Personal Information,https://ago.vermont.gov/blog/2018/03/06/iss-solutions-important-notification-regarding-your-personal-information/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-06
Intuit Inc Turbo Tax Security Review Investigation for Consumers,https://ago.vermont.gov/blog/2018/03/05/intuit-inc-turbo-tax-security-review-investigation-for-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-05
Cary E Williams CPA ,https://ago.vermont.gov/blog/2018/03/05/cary-e-williams-cpa-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-05
ASI Construction ,https://ago.vermont.gov/blog/2018/03/02/asi-construction-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-03-02
St. Peter’s Surgery & Endoscopy Center ,https://ago.vermont.gov/blog/2018/02/28/st-peters-surgery-endoscopy-center-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-28
Mercy Love County Hospital and Clinic ,https://ago.vermont.gov/blog/2018/02/27/mercy-love-county-hospital-clinic-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-27
Metro Wire Rope ,https://ago.vermont.gov/blog/2018/02/27/metro-wire-rope-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-27
FastHealth Corporation ,https://ago.vermont.gov/blog/2018/02/27/fasthealth-corporation-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-27
Curtis Lumber Co  _Redacted,https://ago.vermont.gov/blog/2018/02/26/curtis-lumber-co-sbn-consumers-_redacted/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-26
North 40 Outfitters ,https://ago.vermont.gov/blog/2018/02/23/north-40-outfitters-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-23
Mueller and Co CPA ,https://ago.vermont.gov/blog/2018/02/23/mueller-co-cpa-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-23
LA Philharmonic ,https://ago.vermont.gov/blog/2018/02/21/la-philharmonic-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-21
TALX Corp – Entergy ,https://ago.vermont.gov/blog/2018/02/12/talx-corp-entergy-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-12
Connecticut Airport Authority ,https://ago.vermont.gov/blog/2018/02/12/connecticut-airport-authority-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-12
Corporate Employment Resources ,https://ago.vermont.gov/blog/2018/02/09/corporate-employment-resources-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-09
1st Mariner ,https://ago.vermont.gov/blog/2018/02/05/1st-mariner-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-05
PAR Electrical Contractors ,https://ago.vermont.gov/blog/2018/02/05/par-electrical-contractors-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-02-05
Vermont Health Connect – AHS ,https://ago.vermont.gov/blog/2018/01/30/vermont-health-connect-ahs-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-30
RBC Royal Bank SBN to Consumer,https://ago.vermont.gov/blog/2018/01/26/rbc-royal-bank-sbn-consumer/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-26
Pentair Aquatic Eco Systems ,https://ago.vermont.gov/blog/2018/01/26/pentair-aquatic-eco-systems-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-26
"Southern National Bancorp of Virginia, Inc. ",https://ago.vermont.gov/blog/2018/01/24/southern-national-bancorp-virginia-inc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-24
VSA Partners ,https://ago.vermont.gov/blog/2018/01/24/vsa-partners-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-24
Westminister Ingleside King Farm Presbyterian Retirement Communitites ,https://ago.vermont.gov/blog/2018/01/19/westminister-ingleside-king-farm-presbyterian-retirement-communitites-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-19
Monticello Central School District ,https://ago.vermont.gov/blog/2018/01/17/monticello-central-school-district-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-17
Hallmark Home Mortgage ,https://ago.vermont.gov/blog/2018/01/12/hallmark-home-mortgage-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-12
Jason’s Deli – Deli Management Inc. ,https://ago.vermont.gov/blog/2018/01/12/jasons-deli-deli-management-inc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-12
Guaranteed Rate Inc ,https://ago.vermont.gov/blog/2018/01/12/guaranteed-rate-inc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-12
Pharmerica Corporation ,https://ago.vermont.gov/blog/2018/01/12/pharmerica-corporation-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-12
Alton Lane ,https://ago.vermont.gov/blog/2018/01/10/alton-lane-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-10
Broward College ,https://ago.vermont.gov/blog/2018/01/10/broward-college-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-10
talentReef ,https://ago.vermont.gov/blog/2018/01/10/talentreef-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-10
Sabre Hospitality Service ,https://ago.vermont.gov/blog/2018/01/09/sabre-hospitality-service-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-09
beautyblender – Rea.deeming Beauty ,https://ago.vermont.gov/blog/2018/01/05/beautyblender-rea-deeming-beauty-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-05
Northeast Arc ,https://ago.vermont.gov/blog/2018/01/05/northeast-arc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2018-01-05
The Valerie Fund ,https://ago.vermont.gov/blog/2017/12/20/valerie-fund-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-20
Board of Pensions of the Presbyterian Church-USA ,https://ago.vermont.gov/blog/2017/12/15/board-pensions-presbyterian-church-usa-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-15
Florida Power and Light – TIO Networks USA ,https://ago.vermont.gov/blog/2017/12/14/florida-power-light-tio-networks-usa-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-14
IH Mississippi Valley Credit Union ,https://ago.vermont.gov/blog/2017/12/13/ih-mississippi-valley-credit-union-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-13
Pacific Gas and Electric ,https://ago.vermont.gov/blog/2017/12/13/pacific-gas-electric-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-13
The Whitehall Hotel ,https://ago.vermont.gov/blog/2017/12/07/whitehall-hotel-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-07
AHS DVHA VHC ,https://ago.vermont.gov/blog/2017/12/04/ahs-dvha-vhc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-04
JAM Paper & Envelope ,https://ago.vermont.gov/blog/2017/12/01/jam-paper-envelope-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-12-01
Grass Advantage LLC  ,https://ago.vermont.gov/blog/2017/11/30/grass-advantage-llc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-30
Combat Brands LLC ,https://ago.vermont.gov/blog/2017/11/29/combat-brands-llc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-29
Bulletproof 360 Inc ,https://ago.vermont.gov/blog/2017/11/27/bulletproof-360-inc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-27
SallieMae ,https://ago.vermont.gov/blog/2017/11/22/salliemae-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-22
Uber ,https://ago.vermont.gov/blog/2017/11/22/uber-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-22
Baylor College of Medicine ,https://ago.vermont.gov/blog/2017/11/21/baylor-college-medicine-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-21
JRK Hotel Group Consumer Notice Letter to Consumers,https://ago.vermont.gov/blog/2017/11/17/jrk-hotel-group-consumer-notice-letter-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-17
Saris Cycling Group ,https://ago.vermont.gov/blog/2017/11/15/saris-cycling-group-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-15
Gallagher NAC ,https://ago.vermont.gov/blog/2017/11/14/gallagher-nac-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-14
ABM Industries Inc ,https://ago.vermont.gov/blog/2017/11/14/abm-industries-inc-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-14
Intuit Turbo Tax ,https://ago.vermont.gov/blog/2017/11/13/intuit-turbo-tax-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-13
InTouch Credit Union ,https://ago.vermont.gov/blog/2017/11/08/intouch-credit-union-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-08
"Wilbraham, Lawler & Buba P.C. ",https://ago.vermont.gov/blog/2017/11/06/wilbraham-lawler-buba-p-c-sbn-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-11-06
Agency of Human Services-DCF-ESD ,https://ago.vermont.gov/blog/2017/10/23/agency-of-human-services-dcf-esd-notice-of-data-breach-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-10-23
Peoples United Bank ,https://ago.vermont.gov/blog/2017/02/16/peoples-united-bank-sbn-to-consumers/,Vermont,https://ago.vermont.gov/archived-security-breaches/,2017-02-16
